movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,director,cast
【Thuyết minh】Bí Ẩn Núi Jiri (Jirisan),Phim bộ,45000,9.7,T16,2021,16,Hàn Quốc,"Bí Ẩn, Viễn Tưởng, Tiếng Việt",Lee Eung-bok,"Gianna Jun, Ju Ji-hoon"
Anh em Nam Bắc,Phim bộ,6000,8.9,P,2017,20,Trung Quốc đại lục,"Tình Tiết, Thanh Xuân, Tiếng Phổ Thông",Xu Shen,"Rui Meng, Ko Chai, Junxiu Jin, Bai Xi, 阿古博达, Chang Dan Dan, Wang Yun Hua"
Nhất Tiễn Phương Hoa,Phim bộ,2600,9.3,T13,2021,40,Trung Quốc đại lục,Tiếng Phổ Thông,Zhang Feng,"Trương Hạo Duy, Cái Nguyệt Hy , Hồng Nghiêu, Yuanyuan Zhao, Yangqiru,Yang Qi Ru"
Hôn Nhân Của Cặp Đũa Lệch,Phim bộ,2000,8.8,T13,2020,8,Nhật Bản,"Lãng Mạn, Tình Tiết, Tình Yêu Ngọt Ngào, Hôn Nhân, Tiếng Nhật",Ryuichi Hiroki,"Terunosuke Takezai, Wakana Aoi, Wakana Matsumoto, Ji Ye Bei Ren, Aoba Kawai, Yu Tokui, Mitsuru Fukikoshi"
Trường Phong Độ,Phim bộ,49000,9.7,T13,2023,40,Trung Quốc đại lục,"Lãng Mạn, Phim Hài, Tình Yêu Ngọt Ngào, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Yin Tao,"Bạch Kính Đình, Tống Dật, Lưu Học Nghĩa, Trương Hạo Duy, Trương Hàng Duệ, Triệu Tử Kỳ"
Bác Sỹ Nhỏ,Phim bộ,3100,8.8,T13,2020,40,Trung Quốc đại lục,"Lãng Mạn, Y Liệu, Thành Thị, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Lenseng Lou,"Đổng Tử Kiện, Trương Gia Nghê, Lưu Mẫn Đào, Lee Li-Chun, Vương Chân Nhi, Lee Tae, Qi Kui, Fang Zi Bin, Gao, Wang Wan Juan"
Đại Sư Tìm Người 3,Phim bộ,7000,9.3,T16,2017,12,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Thanh Xuân, Tiếng Phổ Thông",Li Ze Lu,"Harry,Hu Yun Hao, Hà Hoa, Kenny Bee,Jan To Chung,Chun-to Chung,Chun To Chung, Fingal, Qian Di Di"
Người Yêu Gián Điệp Của Tôi,Phim bộ,17700,9.2,T13,2020,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Phim Hài, Hôn Nhân, Tiếng Hàn",Li Zai Zhen,"Eric Mun, Yoo In-Na, Lim Ju-hwan"
Thế Giới Phỏng Sinh,Phim bộ,88000,9.6,T13,2023,12,Trung Quốc đại lục,"Bí Ẩn, Khoa Học Viễn Tưởng, Tiếng Phổ Thông","Leste Chen, Zhen-Nian Ko, Xu Zhao Ren","Tống Uy Long, Văn Kì"
Truy Tìm,Phim bộ,25900,9.4,T16,2020,10,Hàn Quốc,"Bí Ẩn, Kinh Dị, Tiếng Hàn",Dae-wung Lim,"Jung Soo Jung, JANG DONG YOON"
Tình Yêu Mùa Tuyết Rơi,Phim bộ,10700,9.2,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Thanh Xuân, Thương Trường, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông",Liang Hao,"Koh, Sun Yi Ning, Xu Xiao Nuo, Xindy, Kelang Zeng"
Dược Vương Đại Nhân Thân Yêu【Liam x Liu Yu】,Phim bộ,21200,8.9,T13,2020,24,Trung Quốc đại lục,"Lãng Mạn, Viễn Tưởng, Tiếng Phổ Thông, Cổ Đại",Hu Chu Xi,"Ngạn Hi, Liu Yu Xiao, Đinh Nhất Nhất"
Cơ Hội Thứ Hai,Phim bộ,1800,9.4,T18,2021,6,Thái Lan,"LGBT, Lãng Mạn, Tình Bạn, Thanh Xuân, Thái Lan",Nutthachai Khrueasena,"Fluke Chinnathan Rojraweethanakun, Tong Thanayut Thakoon-auttaya"
Tiền Nhân,Phim bộ,51000,9.4,T16,2021,40,Trung Quốc đại lục,"Gián Điệp, Chiến Tranh, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Gong Zhao Hui,"Edward Zhang, Nhiếp Viễn, Cecilia Han, Quách Hiểu Đình, Cao Wei Yu, Zhang Bo Zhi, Zhang Fan, Huo Qing, Du Gong Hai, Triệu Dương, rossi, Lu Zi Zhen, Zhang Yang, Meng Zhao Zhong"
Sorry Naik Lori,Phim bộ,50000,9.4,T13,2022,12,Malaysia,"Lãng Mạn, Phim Hài, Thanh Xuân, Tiếng Mã Lai",Aidilfitri b. Mohamed Yunus,"Nazim Othman, Ruhainies Farehah, Nafiz Muaz, Asha Zainul, Tajul Arif Noor, Sheila Mambo"
Tân Nhân Loại! Bạn Trai Bị Rò Điện,Phim bộ,19600,9,T13,2021,24,Trung Quốc đại lục,Tiếng Phổ Thông,Tan You Ye,"Ngao Thuỵ Bằng, Lữ Tiểu Vũ"
Tôi Yêu Cậu,Phim bộ,23000,8.5,T16,2020,14,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Tình Tiết, Thành Thị, Gia Đình, Tiếng Phổ Thông",Yu Bin,"Ya Meng Le, Zhang Yuan Yuan, Feng Guang Rong, Zhang Zhang"
Thiếu Niên Phi Hành,Phim bộ,1500,8.9,T13,2019,36,Trung Quốc đại lục,"Thanh Xuân, Tiếng Phổ Thông","Fang Liu, Shen Qin Yuan","Kevin Yan, Fan Shi Qi, Sun Yi, Lý Mặc Chi, Dương Sĩ Trạch"
Dũng Cảm 2,Phim bộ,19000,9.6,T13,2021,45,Trung Quốc đại lục,"Chiến Tranh, Tiếng Phổ Thông",Bo Shan,"Yang Zhi Gang, jonny, Zhang Zi Jian, Qiu Kai Wei, Hà Hoa, Kun Yang, Ni Hong Jie, Wang Zhen, Jason, Wang Zhi Yi, Tay Ping Hui, Ju Hao, Wei Zhi"
Yêu Em Không Nói Cũng Hiểu,Phim bộ,1300,9,T13,2023,20,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Tổng Tài Bá Đạo, Thành Thị, Tình Yêu Ngọt Ngào, Gia Đình",Li Ke Dao Yan,"Hu Wen Xuan, Roada Xu"
Lầu Ngoại Lâu,Phim bộ,3000,8.7,T13,2018,36,Trung Quốc đại lục,"Tình Tiết, Chiến Tranh",Su Zhou,"Zhang Duo, Amanda Qin, Michelle Ye, Noriel, Xi Mei Juan, Đinh Dũng Đại, Ping Hao, Isabelle, Ginger, Mify"
Thất lạc,Phim bộ,5000,9.5,T13,2021,16,Hàn Quốc,"Thành Thị, Gia Đình, Hôn Nhân, Tiếng Hàn","Hur Jin-ho, Park Hong su","Jeon Do-yeon, Ryu Jun-yeol, Park Byung eun, Kim Hyo jin"
Đương Gia Chủ Mẫu,Phim bộ,6100,9.4,T13,2021,35,Trung Quốc đại lục,"Cổ Trang, Hôn Nhân, Tiếng Phổ Thông, Cổ Đại",Yu Zheng,"Angel, Trương Tuệ Văn, Yang Rong, Mao Tử Tuấn"
Tìm kiểm vận mệnh 2,Phim bộ,89000,9.2,T16,2017,12,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Gao Lin Bao,"Kyle, FuXinbo, Châu Vũ Đồng, Nie Zi Hao, Na Jia Wei"
Theo Dấu Vạn Dặm,Phim bộ,2000,7.7,T16,2021,21,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Tình Tiết, Hình Sự, Tiếng Phổ Thông",Liu Hai Tao,"Song Yuncheng, Zhou Zhou, Yin He"
Mai phục 2,Phim bộ,11000,9.3,T16,2017,12,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Tình Tiết, Tiếng Phổ Thông",Jiang Kaiyang,"Da Zhao, Zhang Lu, Ken Lok, Qu Gao Wei, Wang Gong Yi, Wang Zhi Gang, Xing Yu Fei, Xu Lu, Su Meng Meng, Zhao Long Hao"
"Em Yêu Anh, Tạm Biệt!",Phim bộ,2400,9.7,T13,2021,8,Philippines,"Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Gia Đình, Tiếng Philippines",Dolly Dulu,"Andrea Brillantes, Seth Fedelin, Andi Abaya, Kobie Brown, Nio Tria"
Kịch Bản Cuộc Đời,Phim bộ,3200,8.9,T13,2021,10,Hàn Quốc,"Lãng Mạn, Tình Tiết, Viễn Tưởng, Học Đường, Tiếng Hàn",Jin Bing Zhu,"Quan Su Ni , Do-hun Ki , Ge Su Yuan, Park Sang-nam, Kim Woo Suk"
Điểm Tâm Chi Lộ,Phim bộ,16000,9.6,T13,2023,24,Trung Quốc đại lục,"Phim Hài, Thành Thị, Tình Bạn, Thanh Xuân, Tiếng Phổ Thông","Lan Hai Han, Wang Fei","Vương Ngạn Lâm, Triệu Tiểu Đường, Zheng Fan Xing"
Nữ Thần Cuối Cùng,Phim bộ,24000,8.6,P,2019,12,Trung Quốc đại lục,"Lãng Mạn, Viễn Tưởng, Thành Thị, Thanh Xuân",Ou Tan Kai,"Meng En, Cao Qi, Ever, Feng Jun Jie, Han Ming Xi, Han Ming Xi"
Công Tử Ta Cưới Chàng Chắc Rồi 2,Phim bộ,8400,9.2,T16,2021,24,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Tình Tiết, Phim Hài, Cổ Trang, Tiếng Phổ Thông",Yang Shi Tao,"Hạc Nam, Khưu Sĩ Luân, Wen Yuan, shàngxuán, Zhou Bo Xuan"
Tập Tành Làm Mẹ,Phim bộ,1500,9.4,T13,2020,8,Hàn Quốc,"Tình Tiết, Phim Hài, Tiếng Hàn",Piao Xiu Yuan,"Ha-seon Park, Ji-won Uhm"
Mẹ Chồng Tôi Sao Mà Dễ Thương Thế,Phim bộ,17000,9.5,T13,2020,40,Đài Loan,"Lãng Mạn, Tình Tiết, Gia Đình, Tiếng Phổ Thông",Deng An Ning,"Zhong Xin Ling,CHUNG Hsin-Ling, Huang Pei Jia, Zhang Shu Wei, Esther, JiehuiXu"
Nếu Như Tôi Có Siêu Năng Lực,Phim bộ,2000,7.9,T16,2016,13,Trung Quốc đại lục,"Bí Ẩn, Khoa Học Viễn Tưởng, Tình Tiết, Thanh Xuân, Tiếng Phổ Thông",Liu Di Yang,"Zirui Wang, Liu Yu Qiao, Zhang Ge, Yang Shu Feng, Zhang Yu Long"
Yêu Phải Nàng Meo Tinh,Phim bộ,4700,8.9,T13,2020,24,Trung Quốc đại lục,"Tình Tiết, Viễn Tưởng, Thành Thị, Tiếng Phổ Thông",Li Gen Dao Yan,"Vicky, kevin Chu, You Xian Chao, Chen Shi Qi, Mirrre, Zhao Zhen Yu, Wang Gang Gang, Ziyou Li, Martin, Le Jing"
Con gái bé bỏng,Phim bộ,37000,9.1,P,2018,36,Trung Quốc đại lục,"Tình Tiết, Thành Thị, Gia Đình",Helong Lin,"Guanying Peng, Liu Yun, Zheng Yi Tong, Ziwen Zhang, Phoenix, Wang Ming"
LỜI CAM KẾT,Phim bộ,15000,9.3,T13,2021,36,Trung Quốc đại lục,"Tình Tiết, Tình Bạn, Thanh Xuân, Gia Đình, Tiếng Phổ Thông","Chen Quan, Ju Xing Mao","Xuejian Li, Xu Fan, Lu Yi, Nhạc Lệ Na, Nhạc Lệ Na, Deng Ya Ping, Qiao Shan, Vu Mông Lung, Han Hao Lin, Dong Yong, Fan Ming, Tăng Lê, Zhang Zi Xian, Lý Mặc Chi, Wang Ruo Xi, Kyulkyung"
守护神之保险调查 粤语,Phim bộ,1000,8,T16,2018,36,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Tiếng Phổ Thông",Chung Shu Kai,"Miu Kiu Wai, Bosco Huang, Lưu Tâm Du, Tsui Tsz Shan, Shiu Hung Hui, Hugo Ng Doi-Yung, Irene Wan, Maggie SiuMeiKi, MCJin, Zhai Tian Lin, Từ Chính Khê, Hai Lu, Raquel, Wang Xi Wei"
Học viện Roland,Phim bộ,29000,8.8,P,2015,48,Trung Quốc đại lục,"Lãng Mạn, Khoa Học Viễn Tưởng, Thanh Xuân, Tiếng Phổ Thông",Che Shu Chang,"Jacob, Andy Chen, Kris John, Mini, Kimiko"
Đối Tác Vui Vẻ,Phim bộ,10000,9,T13,2022,24,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Phim Hài, Thành Thị, Tiếng Phổ Thông","Wu Jiang, Yanliang Jiang","Wang Guang Yuan, Khương Bội Dao, Liu Xun, Una, Weihe Li, Feng Qin Chuan, Du Xiao Yu, Yu Yi, Wang Cheng, Chen Zhang, Hu Bo"
Oppa! Giáo Sư Của Em,Phim bộ,1400,9.5,T13,2023,12,Malaysia,"Lãng Mạn, Phim Hài, Thanh Xuân, Tiếng Mã Lai",Fairuz Loy,"Sweet Qismina, Han Byul"
Ta không phải yêu quái,Phim bộ,29000,9,P,2016,12,Trung Quốc đại lục,"Khoa Học Viễn Tưởng, Tình Tiết, Phim Hài, Thanh Xuân, Tiếng Phổ Thông",Li Ze Lu,"Zhang Yu Jian, Lưu Đông Thấm, Wang Yu, A Tín, Wu You, Tiêu Yến"
Hoán đổi chính mình,Phim bộ,2000,8.6,P,2018,12,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thanh Xuân",Huang Zheng Hua,"Zhang Xin Yi, Wang Xi, Zhang Hao Jun, Wang Ruo Xuan, tivon, MIRE"
Khu Điều Dưỡng Người Thất Tình,Phim bộ,1600,8.7,T13,2019,12,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Thanh Xuân, Tiếng Phổ Thông","Zhou Ying Nan, Zhou Jun Lun","Cái Nguyệt Hy , Pei Zi Tian, J.C, Smile, Fan Hao, Tong Xiao Hu"
Phi Thường Mục Kích,Phim bộ,49000,9,T16,2020,12,Trung Quốc đại lục,"Bí Ẩn, Tiếng Phổ Thông",Yang Miao,"Song Yang, Viên Văn Khang, Una, Jiao Gang, Li Jiu Xiao, Ning Song, Qin Yu, He Peng, Guohua Wu, Zhang Hong Yi, Sun Zhen Peng, Song Nai Gang, Liao Yin Yue, Qian Bo, Wang Long Zheng, Du Zhi Guo"
Dramaworld,Phim bộ,55000,8.9,T13,2021,13,Hàn Quốc,"Lãng Mạn, Khoa Học Viễn Tưởng, Phim Hài, Hôn Nhân, Tiếng Hàn",Chris Martin,"Ha Ji Won, Henry lau, Olivia Hewson,Li Fu Xiu Sen, Xiao En Li Cha"
Thần Bổ Đại Thanh - Kì 2,Phim bộ,9000,8.4,T16,2018,12,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Tình Tiết, Cổ Trang",Dong Wei,"Wang Sha, Lý Mặc Chi, Zhan Mu, King-Kong Lam, Kent tong, Felix Lok, Ronald Law, Jing Feng, Gao Wei Wan"
Nữ thần nhạc Rock,Phim bộ,26000,9.6,T13,2022,12,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Thanh Xuân, Gia Đình, Tiếng Phổ Thông","Li Jun, Jing Li Peng","Yao Chen, Chang Yuan, Zhuang Dafei, Li Yi Nan, Justin Yuan, Triệu Tử Kỳ, Dai Le Le, Li Jun Mo, Wei Qing, Li Yanan"
Tuyệt Mật Hiếu Kim,Phim bộ,11000,8.7,T16,2021,41,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Hành Động, Tình Tiết, Phim Hài, Tiếng Phổ Thông",Chen Guan Long,"Wan Hong Jie, Zhou Zhou, Jiang Lu Xia"
Đạo Diễn Xuống Tay Với Tôi,Phim bộ,2000,8.1,P,2019,32,Trung Quốc đại lục,"Tình Tiết, Phim Hài, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Cổ Trang",Li Ya Fei,"Liu Bei Shi, Tong Gua, WangXinting, Xiang Xia, Patrick, En Na Zhu Li, jackie, Yao Yang, Kingdom Yuen, Kwok-Lun Lee, Kim Tĩnh, Zhang Mao"
Tượng Hạn Chi Nhãn,Phim bộ,1000,8.8,T16,2019,12,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Tình Tiết, Hình Sự, Thành Thị, Gia Đình",Zhang Ruo Yi,"Guo Wan Chao, Liao Yue, Ricky, Luo De Yuan, Gong He Ping, Li Yan"
Quãng Thời Gian Tươi Đẹp,Phim bộ,11000,9.3,T13,2020,13,Đài Loan,"Lãng Mạn, Tình Tiết, Gia Đình, Tiếng Phổ Thông",Hao Xin Xiang,"Wu Nian Xuan, Vạn Trí Hữu, Vera Yen, Chen Yan Yun, Zhang Guangchen"
Sổ Tay Thanh Niên Khởi Nghiệp,Phim bộ,68000,8.6,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Thanh Xuân, Tiếng Phổ Thông",Shao Jin,"CaesaR, Qiao Jun Da, Johnny,Zhang Ceng Ceng, Jing Chang, Tu Bing, Chen Si Che, Benny, Kong Lin, Leo"
Cánh cửa thần bí,Phim bộ,4000,9,T16,2018,12,Trung Quốc đại lục,"Bí Ẩn, Phim Hài",Zheng Quan,"Li Bo Wen, Li Zhe Yu, Zheng Qian Xun, Zheng Qian Xun"
Đồ ăn hại 5 (Thái Lan),Phim bộ,4000,9.2,P,2017,24,Trung Quốc đại lục,"Phim Hài, Thành Thị, Tiếng Phổ Thông",Yin Qi,"Tôn Nghệ Châu, Patrick Zhang, Gao Yi Han, Menglu Zhang, Li You Lin, Cui Di, Zhangxinyuan"
Khách trọ phòng 1006,Phim bộ,37000,9.4,T13,2018,26,Đài Loan,"Bí Ẩn, Tình Tiết, Viễn Tưởng, Phim Hài, Thành Thị, Thanh Xuân",Rong-hui Chen,"LEGO, Nikki Shie, Aggie, Xu Guanghan, Tender"
Pro Detective,Phim bộ,29000,8.6,T16,2023,12,Trung Quốc đại lục,"Bí Ẩn, Tiếng Phổ Thông",Wang Li Qun,"LI MAN, Yang Yi, Li Ze Yu, Lei Kun, Song Hong Yu"
再创世纪 TV版粤语,Phim bộ,1000,10,T13,2018,34,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị, Tiếng Phổ Thông",Guan Shu Ming,"Niki Chow, Kwok Chun On, Frankie Lam, Tavia Yeung, Linda Chung, Benjamin, Wei Yu Xin, Pakho, Deng Pei Yi, WangZhen, Yu Zhihui, Li Cheng Chang, Pan Zhi Wen, Li Feng, Dominic Lam, Auston Lam, Fung Woo"
Sinh Vật Lạ,Phim bộ,3000,8.5,T16,2020,12,Trung Quốc đại lục,"Bí Ẩn, Khoa Học Viễn Tưởng, Lãng Mạn, Thành Thị, Thanh Xuân, Tiếng Phổ Thông","Ge Wen Zhe, Zhang Sheng","Wu Xing Jian, Vicky, Steven"
Cảnh Sát Vinh Dự (Tiếng Anh),Phim bộ,5000,9.8,T13,2022,38,Trung Quốc đại lục,"Hình Sự, Thành Thị, Tình Bạn, Gia Đình",ding hei,"Trương Nhược Quân, Bạch Lộc, Vương Cảnh Xuân, Ninh Lý, Từ Khai Sính"
Quyền trượng của quốc vương thời trang,Phim bộ,1000,7.1,T13,2018,12,Trung Quốc đại lục,"Tình Tiết, Tổng Tài Bá Đạo, Thành Thị",Wei Zheng,"Nie Shi, Qi Jun Yu, Deng You Jun, Vivi, Duan Tong Zhou, Zhaotian Xian, Bu Er Gu De, 野子（男）, Jerry"
Hết Đường Sống,Phim bộ,6000,9,T16,2015,12,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Tình Tiết, Chiến Tranh, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Jiang Kaiyang,"Zhang Lu, Da Zhao, Ken Lok, Shi Zhao Qi"
Cô Gái Ngoài Hành Tinh Sài Tiểu Thất Phần 2,Phim bộ,4100,9.7,T13,2022,30,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Phim Hài, Tình Bạn, Tiếng Phổ Thông",Congkai Gao,"Xu Zhi Xian, Vạn Bằng, Alina Zhang, Trương Triệu Huy, Wang You Jun, Dudu,Chen Yi Xin, Wan Yan Luo Rong, zhaoguanyu, A Tín"
Theo Đuổi Giấc Mơ Xanh,Phim bộ,2000,9.3,T13,2021,38,Trung Quốc đại lục,"Tình Tiết, Tiếng Phổ Thông",Li Yun Liang,"Jaco Zhang, Lý Nãi Văn, Huang Man, Xu Xiao Sa, Wang Zi Quan, Qi Xiang, Chen Yi Heng"
Phóng viên báo lá cải,Phim bộ,45000,8.9,T13,2018,18,Trung Quốc đại lục,Thành Thị,Xiao Zheng,"Tống Tổ Nhi, Từ Chính Khê, Liu Xiao Hai, Lv Xia, Lục Tư Vũ, Tao Zui, Zhou Yun Ru, Zhao Tie Gang, Xia Nan, Zhao Hong Xia, Zhu Huai Xu, Wu Lan Tuo Ya"
Tình yêu đã mất (Kì 2),Phim bộ,5000,8.5,T18,2018,12,Trung Quốc đại lục,"Tổng Tài Bá Đạo, Thành Thị",Zhang Lu Quan,"Scarlet, Luo Quan Hao, Ivan, 刘世龙（演员）"
【Thuyết Minh】Cô Gái Nhìn Thấy Mùi Hương,Phim bộ,9000,9.4,T13,2019,25,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Tình Bạn, Tình Yêu Ngọt Ngào, Tiếng Việt",LinYi,"Cung Tuấn, Ireine Song"
"Không sao đâu, là thanh xuân mà!",Phim bộ,6000,8.8,T13,2020,12,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Thanh Xuân, Tiếng Phổ Thông",Huo Sui Qiang,"David, Zhang Ji Jun, Zhao Shuai, Ke Bo Lun, Xia Mo"
Người kế thừa đến từ các vì sao,Phim bộ,4000,7.6,P,2014,10,Trung Quốc đại lục,"Lãng Mạn, Tiếng Phổ Thông","Einstein, Xiaoxin Lin.","Trâu Dương, Zou yang , Yue,Ahu,KA, Sun Tian Li ZI, Qin Han Lei, Chloe, Wen Hai Bo, Kingdom Yuen"
【Thuyết minh】Người Lái Đò: Truyền Thuyết Nam Dương,Phim bộ,18000,9.5,T16,2021,36,Trung Quốc đại lục,"Viễn Tưởng, Kinh Dị, Tiếng Việt, Bí Ẩn","Xie Min Yang, guoshimin, Chen Yi You, Chi-Kai Fok,Huo Zhi Kai","Vương Quan Dật , Thích Ngọc Vũ, Tay Ping Hui, Jeanette Aw"
Ngũ hiệp biến hóa,Phim bộ,2000,7.5,P,2015,24,Trung Quốc đại lục,"Tình Tiết, Phim Hài, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Francis Nam Chi-Wai,"Shen Ling, Jia Ling, Bai Kainan, Cù Dĩnh, ZhangWei, Tang Zi Xiang, Yang Ming, Zhang Xiao Fei"
种菜女神,Phim bộ,1000,9.1,T13,2018,24,Đài Loan,"Lãng Mạn, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào","Liao Shi Han, Guo Chun Hui","Liu Yi Hao, Annie Chen, GINA,Gina, Xu Jun Hao, Jason Tsou, Liu Zi Qian, Xie Ying Xuan"
Người Đi Tìm Ánh Sáng,Phim bộ,1000,9.7,T13,2023,35,Trung Quốc đại lục,"Chiến Tranh, Tiếng Phổ Thông",Liu Biao,"Liu Cheng Lin, Mi Zhuoqing, Yu Yang, Donghan Li, HuangHaoNan, Song Pei Ze, Zhang Tian Ai"
Chàng Trai Ngoại Cảm,Phim bộ,18600,9.3,T13,2019,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Viễn Tưởng, Phim Hài, Thành Thị, Tiếng Hàn",Jin Bing Zhu,"Park Jin-young, Shin Ye Eun"
Băng Hỏa kỳ duyên,Phim bộ,8000,9.1,T13,2018,12,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Viễn Tưởng, Thành Thị",Yen-ming Chen,"Alan Kuo, Amber An, Wang Xin Man, Lợi Tình Thiên, Han-Tien Chen, Yu Dai Zong, Liu Yu Rou, Wang Dao, Sissy"
Sâu Trong Tâm Trí,Phim bộ,8000,8.9,T13,2021,12,Trung Quốc đại lục,"Tình Tiết, Y Liệu, Thành Thị, Tiếng Phổ Thông",Qi zhao,"Muchen Tian, Wang Kuang, Bai Yi Hong, Sun Si Han, Li Zheng, Tan You Ming, Liu Qian Wen, Chang Rong, Cheng Ye, Fang Qing Zhuo"
Horus Eye (Season 2),Phim bộ,4000,8.6,T16,2019,12,Trung Quốc đại lục,Khoa Học Viễn Tưởng,Zhang Zu Quan,"xuanlu, Yu-zheng Wang"
Times Thời Khắc Sinh Tử,Phim bộ,89000,8.9,T16,2021,12,Hàn Quốc,"Tình Tiết, Viễn Tưởng, Kinh Dị, Tiếng Hàn",Yin Zhong Hao,"Seo-jin Lee , Lee Joo-young , Wen Jing Xi"
Đại Minh Dưới Kính Hiển Vi,Phim bộ,5900,9.6,T16,2023,14,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Cổ Trang, Tiếng Phổ Thông, Cổ Đại, Tiểu Thuyết Chuyển Thể",ANZI PAN,"Trương Nhược Quân, Vương Dương, Thích Vy, Ngô Cương, Gao Ya Lin, Fei Qi Ming"
Sinh Thời,Phim bộ,82000,9.6,T13,2023,12,Đài Loan,"Tình Tiết, Gia Đình, Tiếng Phổ Thông",Xu Zhao Ren,"Chris Wu, Trịnh Nguyên Sướng, J.C.Lin, Xi Xiang, Yang Gui Mei, Trương Dung Dung, Tôn Khả Phương, Vạn Trí Hữu"
Nằm Ngầm,Phim bộ,15000,8.9,T16,2017,12,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Tình Tiết, Hình Sự, Tiếng Phổ Thông",Jiang Kaiyang,"Da Zhao, Zhang Lu, Ken Lok, Qu Gao Wei, Wang Gong Yi, Wang Zhi Gang, Xing Yu Fei, Xu Lu, Su Meng Meng, Zhao Long Hao"
"Tạm Biệt, Tương Lai",Phim bộ,28000,8.6,T13,2019,12,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Viễn Tưởng, Thành Thị, Tiếng Phổ Thông",Danny Lau,"Li Meng Meng, Luo Quan Hao, Qiucheng Guo, Shen Tai, Ma Ning Ning, Wang Zi, Jiang Zhi Gang, Chinnell"
Anh Hùng Cái Thế Của Tôi Phần 2,Phim bộ,56000,9,T13,2019,12,Trung Quốc đại lục,"Tình Tiết, Thanh Xuân","MosChen,Mi Bao","Nhậm Hựu Luân, Liao Yu Chen, Lu Dong Xu, Larina, Zhang Zhe Hua, Zhu Ling Wu"
Thiếu Niên Như Ca,Phim bộ,1100,9,T13,2021,12,Trung Quốc đại lục,"Tình Tiết, Phim Hài, Tình Bạn, Thanh Xuân, Tiếng Phổ Thông",Li Shuang Wu,"Lục Di Tuyền, FU, Chi Yi, Tôn Diệc Hàng, Yu Mu Yang, Yan Ke, Lạc Tuấn Phàm, He Luo Luo"
Truy Cầu : Công Lực Dưỡng Thành Nhóm Bóng Bàn Nam,Phim bộ,21000,9.2,T18,2019,10,Trung Quốc đại lục,Thanh Xuân,Su Hao Qi,"Fan Shi Qi, Hoàng Thánh Trì, Ryan, Li Wen Han"
Đây Không Phải Là Kéo Co Sao?,Phim bộ,33000,9.5,T13,2023,24,Trung Quốc đại lục,"Tình Bạn, Thanh Xuân, Học Đường, Tiếng Phổ Thông",Zhang Lu ( Nan,"Chen Jing Ke, Yi Da Qian, Yin Xiao Tian, You Hao Ran, Zhou Zheng Jie, Shawn, Lâm Hân Nghi, Zhou Zheng Jie, Ivan, Yang Yi Kai"
Vinh Quang Của Thời Đại,Phim bộ,10000,9.5,T13,2019,46,Trung Quốc đại lục,"Tình Tiết, Chiến Tranh",Lưu Hải Ba,"Zhang Yi, Huang Zhi Zhong, Feeling Pan, Zhang Jun Yi, Xue Jia Ning, Ruomeng Huang, Li Tian Nuo, Lawrence Wang, Guo Yong Zhen, 高亮(i)"
